timestamp,biosignal_0,biosignal_1,biosignal_2,biosignal_3,biosignal_4,biosignal_5,biosignal_6,biosignal_7,acceleration_x,acceleration_y,acceleration_z,angular_vec_x,angular_vec_y,angular_vec_z,magnetic_x,magnetic_y,magnetic_z,input_orientation_x,input_orientation_y,input_orientation_z,input_orientation_w,input_projection_left,input_projection_top,input_projection_right,input_projection_bottom,prediction_time,predicted_orientation_x,predicted_orientation_y,predicted_orientation_z,predicted_orientation_w,predicted_projection_left,predicted_projection_top,predicted_projection_right,predicted_projection_bottom
67836500424000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-1.0,1.0,1.0,-1.0,100.0,-0.0,-0.0,0.0,0.0,-0.2679478801217651,1.7320532563748763,1.7320532563748763,-0.2679478801217651
67836501835200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-1.0,1.0,1.0,-1.0,100.0,-0.0,-0.0,0.0,0.0,-0.2679478801217651,1.7320532563748763,1.7320532563748763,-0.2679478801217651
67836508891200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.541106104850769,9.648927688598633,-1.2138973474502563,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-1.0,1.0,1.0,-1.0,100.0,-0.0,-0.0,0.0,0.0,-0.2679478801217651,1.7320532563748763,1.7320532563748763,-0.2679478801217651
67836514536000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5530774593353271,9.646533012390137,-1.192348837852478,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-1.0,1.0,1.0,-1.0,100.0,-0.0,-0.0,0.0,0.0,-0.2679478801217651,1.7320532563748763,1.7320532563748763,-0.2679478801217651
67836719865600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5243461728096008,10.719168663024902,-0.7996878027915955,-0.26145032048225403,0.4507214426994324,-0.021955108270049095,26.459999084472656,-34.31999969482422,-19.3799991607666,0.007406848482787609,0.12097641825675964,0.033998407423496246,0.9920436143875122,-1.0,1.0,1.0,-1.0,100.0,0.007406848482787609,0.12097641825675964,0.033998407423496246,0.9920436143875122,-0.2679478801217651,1.7320532563748763,1.7320532563748763,-0.2679478801217651
67836725510400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.483643501996994,10.90113353729248,-0.32801565527915955,-0.19608773291110992,0.4598844051361084,-0.029896356165409088,26.8799991607666,-33.41999816894531,-20.03999900817871,0.007406848482787609,0.12097641825675964,0.033998407423496246,0.9920436143875122,-1.0,1.0,1.0,-1.0,100.0,0.007406848482787609,0.12097641825675964,0.033998407423496246,0.9920436143875122,-0.2679478801217651,1.7320532563748763,1.7320532563748763,-0.2679478801217651
67836731155200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4860377907752991,10.692831039428711,-0.13168510794639587,-0.10445795208215714,0.4843190014362335,-0.02623116411268711,27.35999870300293,-33.41999816894531,-20.34000015258789,0.008338968269526958,0.12122929841279984,0.03632105141878128,0.9919236898422241,-1.0,1.0,1.0,-1.0,100.0,0.008338968269526958,0.12122929841279984,0.03632105141878128,0.9919236898422241,-0.2679478801217651,1.7320532563748763,1.7320532563748763,-0.2679478801217651
67836738211200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5530774593353271,10.295381546020508,-0.3782954216003418,-0.02626720629632473,0.5081427693367004,-0.009126937948167324,27.18000030517578,-33.71999740600586,-19.920000076293945,0.009722626768052578,0.12141595780849457,0.038856592029333115,0.9917923808097839,-1.0,1.0,1.0,-1.0,100.0,0.009722626768052578,0.12141595780849457,0.038856592029333115,0.9917923808097839,-0.2679478801217651,1.7320532563748763,1.7320532563748763,-0.2679478801217651
67837054320000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18037748336792,9.92426872253418,-0.16281068325042725,-0.09468410909175873,0.14834313094615936,-0.059828754514455795,32.81999969482422,-31.3799991607666,-15.960000038146973,0.004503042437136173,0.14488829672336578,0.03117949888110161,0.9889441728591919,-1.0,1.0,1.0,-1.0,100.0,0.004503042437136173,0.14488829672336578,0.03117949888110161,0.9889441728591919,-0.2679478801217651,1.7320532563748763,1.7320532563748763,-0.2679478801217651
67837060670400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1157320737838745,10.036800384521484,-0.10774236917495728,-0.08491027355194092,0.12879544496536255,-0.051276639103889465,32.81999969482422,-31.3799991607666,-15.960000038146973,0.004819395486265421,0.1443914920091629,0.03188299760222435,0.9889938235282898,-1.0,1.0,1.0,-1.0,100.0,0.004819395486265421,0.1443914920091629,0.03188299760222435,0.9889938235282898,-0.2679478801217651,1.7320532563748763,1.7320532563748763,-0.2679478801217651
67837066315200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0989720821380615,10.108628273010254,-0.1532335877418518,-0.06169738993048668,0.11046948283910751,-0.04638971760869026,32.880001068115234,-31.619998931884766,-15.839999198913574,0.004819395486265421,0.1443914920091629,0.03188299760222435,0.9889938235282898,-1.0,1.0,1.0,-1.0,100.0,0.004819395486265421,0.1443914920091629,0.03188299760222435,0.9889938235282898,-0.2679478801217651,1.7320532563748763,1.7320532563748763,-0.2679478801217651
67837072665600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.149251937866211,10.202005386352539,-0.5363175868988037,-0.0073303827084600925,0.08175881206989288,-0.03295068442821503,32.880001068115234,-31.559999465942383,-15.539999961853027,0.005208165850490332,0.14388157427310944,0.0324694886803627,0.9890460968017578,-1.0,1.0,1.0,-1.0,100.0,0.005208165850490332,0.14388157427310944,0.0324694886803627,0.9890460968017578,-0.2679478801217651,1.7320532563748763,1.7320532563748763,-0.2679478801217651
67837089600000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2186858654022217,9.342460632324219,0.05746259540319443,-0.12339477986097336,0.11352381110191345,-0.05310923233628273,33.41999816894531,-31.85999870300293,-16.079999923706055,0.006794275715947151,0.14298775792121887,0.03345261886715889,0.9891337752342224,-1.0,1.0,1.0,-1.0,100.0,0.006794275715947151,0.14298775792121887,0.03345261886715889,0.9891337752342224,-0.2679478801217651,1.7320532563748763,1.7320532563748763,-0.2679478801217651
67837096656000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4030450582504272,9.840469360351562,0.04788549616932869,-0.06169738993048668,0.028613539412617683,-0.010959533974528313,33.36000061035156,-31.979999542236328,-16.079999923706055,0.006543573923408985,0.14287760853767395,0.03360550105571747,0.989145040512085,-1.0,1.0,1.0,-1.0,100.0,0.006543573923408985,0.14287760853767395,0.03360550105571747,0.989145040512085,-0.2679478801217651,1.7320532563748763,1.7320532563748763,-0.2679478801217651
67837102300800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2378400564193726,10.015251159667969,-0.1484450399875641,-0.03481931984424591,0.002346333581954241,0.009199019521474838,33.41999816894531,-31.979999542236328,-16.020000457763672,0.006579919718205929,0.13916341960430145,0.03368106856942177,0.9896730184555054,-1.0,1.0,1.0,-1.0,100.0,0.006579919718205929,0.13916341960430145,0.03368106856942177,0.9896730184555054,-0.2679478801217651,1.7320532563748763,1.7320532563748763,-0.2679478801217651
67837107240000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18037748336792,10.075108528137207,-0.1652049571275711,-0.028099801391363144,-0.00987097155302763,0.012864210642874241,33.41999816894531,-31.979999542236328,-16.020000457763672,0.006579919718205929,0.13916341960430145,0.03368106856942177,0.9896730184555054,-1.0,1.0,1.0,-1.0,100.0,0.006579919718205929,0.13916341960430145,0.03368106856942177,0.9896730184555054,-0.2679478801217651,1.7320532563748763,1.7320532563748763,-0.2679478801217651
67837114296000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0462981462478638,10.235525131225586,-0.17238777875900269,-0.01160643994808197,-0.02880779467523098,0.007366423960775137,33.71999740600586,-32.099998474121094,-16.19999885559082,0.007080722134560347,0.13850325345993042,0.03363761305809021,0.9897643327713013,-1.0,1.0,1.0,-1.0,100.0,0.007080722134560347,0.13850325345993042,0.03363761305809021,0.9897643327713013,-0.2679478801217651,1.7320532563748763,1.7320532563748763,-0.2679478801217651
67837119235200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9984126091003418,10.178062438964844,-0.08379961550235748,0.006108652800321579,-0.05263153836131096,-0.0017965546576306224,33.71999740600586,-32.39999771118164,-15.960000038146973,0.007080722134560347,0.13850325345993042,0.03363761305809021,0.9897643327713013,-1.0,1.0,1.0,-1.0,100.0,0.007080722134560347,0.13850325345993042,0.03363761305809021,0.9897643327713013,-0.2679478801217651,1.7320532563748763,1.7320532563748763,-0.2679478801217651
67837160160000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8475732803344727,9.68484115600586,0.05267404764890671,-0.0177150908857584,-0.14914825558662415,0.012253345921635628,33.36000061035156,-31.920000076293945,-15.899999618530273,0.00040525305666960776,0.12212264537811279,0.03745482489466667,0.9918068647384644,-1.0,1.0,1.0,-1.0,100.0,0.00040525305666960776,0.12212264537811279,0.03745482489466667,0.9918068647384644,-0.2679478801217651,1.7320532563748763,1.7320532563748763,-0.2679478801217651
