timestamp,input_orientation_x,input_orientation_y,input_orientation_z,input_orientation_w,input_projection_left,input_projection_top,input_projection_right,input_projection_bottom,predicted_orientation_x,predicted_orientation_y,predicted_orientation_z,predicted_orientation_w,predicted_projection_left,predicted_projection_top,predicted_projection_right,predicted_projection_bottom,overall_latency,gather_input_start_prediction,start_prediction_send_predicted,send_predicted_start_server_render,start_server_render_start_encode,start_encode_send_video,send_video_start_recv_video,start_recv_video_start_decode,start_decode_start_client_render,start_client_render_end_client_render,frame_type,frame_size,optimal_overhead,actual_overhead
27464917636800,0.05691659823060036,0.05775893107056618,0.012343606911599636,0.9966303706169128,-1.0,1.0,1.0,-1.0,0.0570589043200016,0.057852160185575485,0.012430253438651562,0.9966130256652832,-0.5,1.732053279876709,1.732053279876709,-0.5,0.1751125000009779,0.007228184493229151,2.2228999995377308e-05,0.00046918902080506086,0.006515639019198716,0.006155881972517818,0.007228184493229151,0.006892691999382805,0.13339115399867296,0.007209346003946848,3,24780,0.0005563736603970693,0.24551546105209354
27464923987200,0.056917160749435425,0.05769060552120209,0.012386072427034378,0.996633768081665,-1.0,1.0,1.0,-1.0,0.057006899267435074,0.05784391611814499,0.012439470738172531,0.9966169595718384,-0.5,1.732053279876709,1.732053279876709,-0.5,0.1728833070010296,0.006573089006849386,1.9834999989143398e-05,0.00037446198984980583,0.005412088008597493,0.0064000519923865795,0.006573089006849386,0.003926461999071762,0.13216934599768138,0.011434883999754675,3,24084,0.000623221347619829,0.24551546105209354
27464970556800,0.056867171078920364,0.05753225460648537,0.012423966079950333,0.9966452717781067,-1.0,1.0,1.0,-1.0,0.05688901245594025,0.05778445303440094,0.012439827434718609,0.9966277480125427,-0.5,1.732053279876709,1.732053279876709,-0.5,0.14403276899975026,0.022474893499023096,1.2994999991633449e-05,0.0003323989803902805,0.0050584860146045685,0.006071756011806428,0.022474893499023096,0.0016389619995607063,0.07333172999642557,0.012636653998924885,3,22486,0.0010130002982444708,0.24551546105209354
27464988196800,0.056888923048973083,0.05743696540594101,0.012446120381355286,0.9966492652893066,-1.0,1.0,1.0,-1.0,0.056786153465509415,0.05776539817452431,0.012386743910610676,0.996634840965271,-0.5,1.732053279876709,1.732053279876709,-0.5,0.13811576899752254,0.01447454899943068,1.2652999998863379e-05,0.0002958080149255693,0.0053501909715123475,0.006437327014282346,0.01447454899943068,0.012036615000397433,0.07111153900041245,0.013922537997132167,3,29651,0.001305972994589899,0.24551546105209354
27465030532800,0.05690460279583931,0.0573655441403389,0.012467400170862675,0.9966522455215454,-1.0,1.0,1.0,-1.0,0.056882087141275406,0.05781960114836693,0.012595542706549168,0.9966236352920532,-0.5,1.732053279876709,1.732053279876709,-0.5,0.09478146099718288,0.015155090503114366,1.914999998575695e-05,0.0003464200417511165,0.004925457993522286,0.006245136959478259,0.015155090503114366,0.004095730997505598,0.0362394609983312,0.012599923000379931,3,22354,0.0018504181111347329,0.24551546105209354
27465041822400,0.05692058801651001,0.05732229724526405,0.012440823949873447,0.9966540932655334,-1.0,1.0,1.0,-1.0,0.05691763386130333,0.05775808170437813,0.012340220622718334,0.99662846326828,-0.5,1.732053279876709,1.732053279876709,-0.5,0.09471419300098205,0.01576084899278385,1.2995000020055159e-05,0.000303673034068197,0.004884763970039785,0.006364486005622894,0.01576084899278385,0.005869115004315972,0.031400153995491564,0.014357308005855884,3,28964,0.0017233445247977208,0.24551546105209354
27465070752000,0.05692991241812706,0.05729033052921295,0.012442484498023987,0.9966554045677185,-1.0,1.0,1.0,-1.0,0.0569152906537056,0.057693999260663986,0.012379171326756477,0.9966325759887695,-0.5,1.732053279876709,1.732053279876709,-0.5,0.07408322999981465,0.005297373999070487,1.880799999298688e-05,0.0003286370192654431,0.004856036975979805,0.006612077006138861,0.005297373999070487,0.0048250000036205165,0.03459969299728982,0.01224822999938624,3,43435,0.001603349347512717,0.24551546105209354
27465076396800,0.05696224793791771,0.05728285387158394,0.012417461723089218,0.9966543316841125,-1.0,1.0,1.0,-1.0,0.056880053132772446,0.05749985948204994,0.012440959922969341,0.9966439604759216,-0.5,1.732053279876709,1.732053279876709,-0.5,0.07751826899766456,0.007200417984137175,1.9151000003603258e-05,0.0003060669987462461,0.0046381999854929745,0.006406207045074552,0.007200417984137175,0.0038227690019994043,0.03319076999468962,0.014734269003383815,3,27049,0.0008778114087795164,0.24551546105209354
27465082747200,0.05699702352285385,0.05727628245949745,0.012423677369952202,0.9966526627540588,-1.0,1.0,1.0,-1.0,0.05688777565956116,0.057431865483522415,0.012447411194443703,0.9966485500335693,-0.5,1.732053279876709,1.732053279876709,-0.5,0.07324038499791641,0.004687745982366209,1.949200000694873e-05,0.0003029900253750384,0.0058087779907509685,0.006324133020825684,0.004687745982366209,0.012998845995753072,0.02535992300545331,0.013050730995018966,3,23741,0.0006326294850345082,0.24551546105209354
27465111676800,0.057005781680345535,0.057245779782533646,0.012416446581482887,0.9966539144515991,-1.0,1.0,1.0,-1.0,0.056897345930337906,0.057375386357307434,0.012562824413180351,0.9966493844985962,-0.5,1.732053279876709,1.732053279876709,-0.5,0.07878826900559943,0.00735985849196652,1.3337000012825229e-05,0.0003036729758605361,0.00728952803183347,0.006214360008016229,0.00735985849196652,0.005030770000303164,0.035704423004062846,0.009512461001577321,3,20586,0.0005571248761500058,0.24551546105209354
